student_id,name,class,comprehension,attention,focus,retention,engagement_time,assessment_score
1144,Justin Harding,5,72.21,35.54,96.89,17.11,48.34,60.72
1145,Michael Rodriguez,11,53.34,66.92,71.4,87.33,217.04,66.17
1146,Marisa Phillips,7,87.0,48.38,92.47,70.49,136.28,67.21
1147,Felicia Brewer,1,13.07,41.84,51.71,8.52,95.45,15.22
1148,Kimberly Shannon,4,79.05,35.78,11.71,65.01,24.51,42.13
1149,Denise Cox,6,12.48,59.38,52.82,65.37,151.3,43.73
1150,Katie Burke,2,79.42,57.56,12.69,95.62,113.08,68.76
1151,Christopher Gross,10,27.58,16.15,59.25,0.3,82.94,29.54
1152,Amanda Anderson,5,87.71,47.17,48.25,24.79,211.45,58.93
1153,Brandon Zuniga,11,94.4,55.35,62.26,92.78,233.15,76.17
1154,Michael Reid,10,14.88,57.03,1.0,93.21,80.99,34.5
1155,David Jackson,1,46.27,21.01,19.48,72.06,24.34,44.23
1156,Samuel Smith,6,98.1,74.23,49.13,76.58,256.14,78.96
1157,Kimberly Johnson,6,48.34,2.52,95.05,9.15,12.89,25.76
1158,Andrew Arnold,4,86.35,35.48,38.36,51.39,281.76,56.98
1159,Adam Lopez,8,58.87,78.02,42.44,23.16,192.01,48.49
1160,Rebecca Marshall,4,37.53,56.39,71.47,18.12,103.34,41.17
1161,Kenneth Harrison,8,28.58,26.12,60.38,81.03,81.48,47.61
1162,Monica Martin,8,20.32,69.5,29.89,13.5,12.61,28.56
1163,Brenda Haynes,5,76.18,56.74,41.08,46.87,78.29,54.02
1164,Sarah Perez,4,38.65,79.62,21.77,93.86,49.94,58.88
1165,Leslie Valenzuela,12,51.13,73.5,96.6,18.58,187.53,55.84
1166,Amy Johnson,2,49.23,61.01,13.06,97.8,58.3,60.41
1167,Edward Clark,11,57.73,48.82,37.18,99.43,163.3,56.49
1168,Kenneth Sandoval,3,86.56,13.32,2.58,55.56,181.13,46.74
1169,John Guerra,3,98.07,26.13,22.18,17.01,96.43,44.3
1170,Timothy Hall,4,40.76,41.91,78.05,31.61,20.17,43.83
1171,Joyce Mullen,4,82.75,59.93,20.12,42.45,20.8,52.24
1172,Mr. Caleb Mcknight,10,76.45,51.37,8.01,30.93,17.64,43.75
1173,Lisa Riley,11,57.35,28.82,47.45,28.06,224.35,41.78
1174,Elizabeth Delgado,11,95.6,0.65,1.0,97.22,102.22,46.25
1175,Carol Benson,5,20.05,49.62,8.48,15.34,240.93,41.25
1176,James Velasquez,4,10.93,28.56,80.76,73.33,135.2,41.9
1177,Kaitlyn Perkins,11,85.4,73.46,77.15,0.04,141.37,63.96
1178,Christian Walsh,10,43.91,2.39,91.51,59.62,158.74,41.13
1179,David Johnson,8,84.7,58.48,85.45,91.59,216.78,78.34
1180,Debra Odonnell,6,89.31,94.15,68.32,28.79,89.32,67.39
1181,Karen Montgomery,6,6.25,17.44,5.23,18.55,45.26,13.99
1182,Mark Reynolds,8,88.35,47.16,78.28,65.17,171.26,56.72
1183,Michelle Wolf DDS,7,44.83,9.14,84.55,71.26,104.82,50.77
1184,Ashley Nelson,10,51.04,62.57,79.91,68.8,138.32,56.43
1185,Roger Schmidt,11,62.66,55.05,50.85,31.93,197.61,54.57
1186,Deborah Evans,12,92.64,40.74,23.29,25.22,153.3,45.57
1187,Craig Carroll,10,1.91,52.14,84.53,95.59,189.88,49.08
1188,Christine Goodwin,8,47.68,89.66,72.72,92.33,167.82,69.47
1189,Jerry Powell,2,68.77,19.63,98.08,45.73,224.54,55.54
1190,Dennis Howell,9,72.27,2.26,15.57,84.62,214.72,46.95
1191,Charles Morgan,1,69.25,86.17,22.57,45.23,164.92,51.1
1192,Kelly Scott,8,13.44,57.71,21.18,42.44,206.88,26.03
1193,Laurie Garrett,12,29.94,89.07,79.25,15.68,263.33,59.65
1194,Joseph Craig,11,35.87,59.69,18.69,42.64,135.36,33.0
1195,Wanda Harrison,12,80.44,81.02,6.67,53.74,129.7,55.85
1196,Lisa Lewis,12,27.88,42.97,99.86,2.25,231.63,48.86
1197,Melinda Bond,4,21.07,74.99,2.48,44.41,178.94,33.59
1198,Michael Mccormick,4,95.74,91.3,83.52,78.14,30.59,76.21
1199,Kristy Oliver,5,0.89,57.21,36.54,68.0,268.71,42.7
1200,Steven Everett,8,99.78,18.08,84.16,63.52,18.93,69.31
1201,Sheri Baldwin,5,67.68,26.88,55.46,90.96,227.03,56.69
1202,Ryan Case MD,8,82.85,19.86,90.16,1.8,230.05,54.14
1203,Don Brown,10,29.46,24.69,92.62,55.7,286.4,44.32
1204,Steven Mckenzie,1,1.43,30.64,0.91,78.73,25.7,21.38
1205,Lisa Winters,12,73.79,55.51,7.54,54.13,183.09,51.85
1206,Madeline Russell,10,83.41,58.8,25.04,32.39,134.07,48.47
1207,Jamie Reeves,9,74.05,42.65,66.93,13.63,105.88,48.1
1208,Nancy Brown,6,14.29,61.54,88.83,88.76,36.19,46.28
1209,Jennifer Hunt,3,75.34,8.16,45.99,47.08,173.17,49.01
1210,Anthony Vasquez,8,76.89,8.78,60.7,87.81,148.92,64.77
1211,Caroline Taylor,9,65.85,17.18,18.85,58.59,40.32,34.54
1212,Deanna Richardson,6,76.61,51.81,80.5,67.42,187.62,66.07
1213,Stephanie Espinoza,11,84.59,21.4,96.73,80.43,224.01,75.07
1214,Karen Luna,7,61.36,28.33,26.86,65.92,232.51,56.44
1215,Kathryn Lamb,1,8.86,40.03,49.48,39.81,272.56,30.14
1216,Edgar Mitchell,5,48.76,81.19,8.61,51.36,128.75,46.31
1217,Allison Mckee,5,7.76,1.39,55.91,80.3,286.39,40.81
1218,Alexis Mason,10,40.75,64.94,50.28,37.37,260.97,50.93
1219,Kirsten Kelly,4,40.71,66.89,14.44,38.81,95.99,27.06
1220,Marcus Farmer,6,6.6,79.87,44.21,9.57,56.19,33.09
1221,Bradley Harrison,7,34.88,93.28,33.41,91.46,136.26,66.23
1222,Michelle Moore,9,11.1,2.01,52.18,9.1,126.55,20.79
1223,Caroline Graham,1,80.82,15.38,58.57,64.82,176.96,52.74
1224,Casey Mejia,6,94.77,88.62,0.85,41.32,179.18,57.99
1225,Matthew Morrison,7,7.23,45.85,76.1,40.56,227.5,51.11
1226,Christopher Moore PhD,3,95.51,56.46,71.3,67.96,157.87,77.61
1227,Brandy Dalton,8,52.26,66.3,36.63,6.71,40.4,42.15
1228,Antonio Coleman,5,29.96,67.91,5.29,59.37,258.9,45.91
1229,David Johnson,9,7.69,93.17,75.49,77.2,99.83,51.5
1230,Blake Watson,5,50.06,99.69,95.52,82.82,291.68,79.35
1231,Crystal Palmer,9,79.45,72.02,24.02,17.05,44.18,47.54
1232,Jose Richmond,10,70.71,28.72,32.35,89.74,287.89,63.72
1233,Chad Brooks,4,5.02,87.98,18.38,65.61,36.39,44.66
1234,Daniel Poole,9,7.29,4.92,57.69,88.19,77.0,40.51
1235,Sara Mahoney,5,40.29,23.11,15.48,48.53,23.51,23.2
1236,Neil Burke,10,29.53,89.74,35.62,54.2,214.48,53.04
1237,Brittany Lee,9,23.24,25.62,69.7,91.9,256.59,56.65
1238,Matthew Williams,3,28.1,22.07,56.01,89.99,135.88,49.67
1239,Mary Webb,4,80.35,13.81,38.65,44.82,279.27,49.72
1240,Marie Williams,9,92.92,85.91,42.02,27.44,181.19,79.56
1241,Jennifer Smith,10,40.51,50.01,56.21,39.32,192.7,41.3
1242,Blake Kelley,11,90.61,67.49,0.59,38.78,255.17,51.64
1243,Brandon Watson,6,32.15,23.91,7.85,28.69,96.07,26.1
1244,Melanie Smith,2,47.64,75.8,88.13,26.86,112.74,66.79
1245,Antonio Montgomery,7,22.6,76.0,7.79,86.11,272.73,45.67
1246,Joanna Guerrero,2,64.05,31.26,70.68,6.99,271.28,48.71
1247,Crystal Cooley,11,97.9,41.07,92.0,67.76,293.18,84.7
1248,Bethany Walters,2,60.35,20.97,27.07,17.28,271.53,40.13
1249,Kristin Brooks,11,35.78,97.66,37.05,34.45,46.94,44.46
1250,Andrew Roberts,1,64.78,64.56,56.89,6.15,248.88,56.08
1251,Patrick Fields,11,12.29,93.45,88.17,27.0,128.85,51.07
1252,Amanda Cuevas,11,88.87,30.34,94.19,76.84,297.33,82.0
1253,Erin Garcia,12,50.31,78.19,73.96,88.5,146.96,74.58
1254,Juan Gordon,11,44.93,76.59,8.66,22.15,170.61,42.18
1255,Shaun Sanchez,3,58.59,69.17,66.92,46.35,163.63,60.98
1256,Desiree Freeman,6,62.48,96.56,41.03,47.03,103.3,60.18
1257,Andrea Clayton,8,7.18,39.36,47.07,87.36,31.76,40.41
1258,Richard Williams,9,68.26,13.07,4.91,76.28,269.74,48.6
1259,Scott Jackson,7,24.19,67.17,19.11,51.31,242.78,42.86
1260,Mary Patterson,4,71.4,72.93,79.05,67.07,50.46,72.9
1261,Amanda Cabrera,6,82.25,57.51,45.4,84.74,235.26,77.63
1262,Anna Ortiz,5,80.4,20.68,30.17,0.95,191.5,33.32
1263,Amy Vargas,8,55.25,50.45,38.4,40.29,128.65,46.74
1264,Debra Orr,1,52.02,31.22,85.44,90.72,83.67,56.43
1265,Melissa Lynn,1,14.29,42.75,74.9,74.03,259.32,49.71
1266,Jessica Singleton,11,77.53,64.52,27.23,54.28,213.05,61.58
1267,Robert Medina,6,27.14,74.52,11.75,52.96,168.84,44.96
1268,Andrea Flowers,10,49.67,23.22,25.2,34.78,186.77,37.21
1269,Angela Atkinson,12,28.43,40.53,92.08,52.05,36.41,37.11
1270,Emily Daugherty,2,13.38,26.92,58.16,65.54,147.44,34.23
1271,Donna Sheppard,5,62.96,19.86,53.35,41.84,66.17,48.58
1272,Katrina Hamilton,1,5.43,78.34,59.64,71.42,70.43,32.15
1273,Albert Mitchell,7,74.86,90.93,36.6,86.12,201.78,77.85
1274,James Taylor,1,31.76,37.02,80.71,15.47,274.26,47.92
1275,Frank Myers,4,0.01,75.13,52.33,45.15,127.09,45.34
1276,Andrew Mitchell,9,51.11,89.7,11.67,40.8,70.25,45.12
1277,Shannon Rogers,1,4.69,84.61,12.91,68.75,198.14,30.96
1278,Jason Garner,4,27.62,18.28,53.69,24.99,262.64,38.58
1279,Cindy Mendez,6,70.7,95.63,93.66,64.03,227.01,85.81
1280,Brandon Ramirez,6,6.27,37.67,30.84,87.75,261.94,46.49
1281,Jason Collins,12,83.93,33.92,86.95,41.81,165.6,59.92
1282,Ian Hicks PhD,8,0.38,6.24,76.41,91.1,228.04,42.9
1283,Brian Myers,1,24.68,48.62,24.78,99.32,50.62,40.97
1284,William Morris,7,74.09,10.9,3.63,10.61,111.0,26.86
1285,Jonathan Jones,1,31.63,24.85,10.18,23.31,122.97,30.03
1286,Joan Cline,7,10.19,31.69,72.85,95.04,158.28,42.26
1287,Tamara Chapman,3,36.02,80.88,19.97,95.83,279.43,54.99
1288,Dwayne Lambert,11,27.04,87.55,37.13,9.77,263.55,38.27
1289,Jose Barnett,8,84.27,30.25,50.17,1.5,49.01,35.85
1290,Daniel Medina,3,31.33,85.87,72.55,16.11,60.11,47.04
1291,Joshua Washington,1,78.89,85.72,11.32,99.6,113.72,72.6
1292,Steven Trevino,8,89.19,76.47,40.64,18.0,94.32,56.0
1293,Tamara Hernandez,3,43.38,14.67,48.51,50.25,188.28,34.45
1294,Danielle Castillo,2,90.99,69.03,54.08,84.84,271.81,82.15
1295,Julie James,1,37.73,94.5,81.84,2.04,289.06,65.06
1296,Paul Calderon,3,96.41,68.25,17.17,60.45,199.54,61.52
1297,Andrew Carroll,2,8.93,33.16,80.78,27.7,253.07,37.05
1298,Cathy Johnson,2,68.7,50.06,69.29,86.23,162.31,69.72
1299,Christopher Sims,6,49.38,64.57,55.59,28.35,70.41,54.97
1300,Heidi Ford,12,38.76,51.06,69.95,68.68,162.16,52.37
1301,Jennifer Garcia,1,63.27,12.0,41.2,67.42,170.97,42.14
1302,Austin Jefferson,2,70.39,31.21,13.84,22.15,225.31,45.22
1303,Jared Green,6,0.44,80.24,66.58,3.48,73.77,36.64
1304,Marco Rubio,3,16.7,86.14,52.47,40.92,116.81,44.84
1305,Nathan Paul,4,71.3,13.73,63.94,28.92,115.57,43.77
1306,Vanessa Chen,1,66.64,95.24,33.8,80.9,288.24,76.56
1307,Teresa Johnson,8,96.6,32.88,90.69,80.04,138.74,76.97
1308,Mark Mclean,7,76.1,66.23,58.74,45.7,228.98,60.76
1309,Lauren Johnson,7,95.08,75.18,8.54,60.65,227.74,65.23
1310,Adam Lawrence,3,70.25,81.19,44.98,60.43,87.01,54.54
1311,Lisa Farrell,10,29.81,94.57,75.64,82.72,175.84,68.82
1312,Dillon Flores,10,10.54,31.29,79.41,42.5,269.35,41.47
1313,Jacob Washington,3,78.18,85.85,49.46,27.54,147.81,58.77
1314,April Parker,2,64.41,13.17,89.47,26.5,284.08,54.46
1315,Bradley Howard,12,4.82,70.5,26.77,53.62,72.19,34.23
1316,Jeffrey Montgomery,1,36.01,74.2,41.06,44.91,31.51,48.36
1317,Jesse Smith,7,95.68,67.77,89.86,44.01,268.52,80.94
1318,Tyler Arias,7,50.04,25.23,89.63,9.11,255.83,47.55
1319,Christina Thornton,12,43.27,87.3,68.57,71.86,297.85,72.28
1320,Brian Jackson,2,45.77,16.89,85.9,21.37,207.02,47.47
1321,Jonathan Hays,7,20.89,5.36,8.88,19.7,281.64,20.31
1322,Nicholas Jackson,8,36.87,71.75,86.5,41.28,249.82,58.67
1323,Jessica Burke,1,36.98,47.55,32.06,22.78,254.88,39.33
1324,Karen Rodriguez,9,5.24,84.91,17.83,58.39,175.05,42.16
1325,Wendy Avila,7,76.76,38.34,23.94,37.15,120.89,45.11
1326,Veronica Stuart,3,41.65,16.83,41.8,44.89,281.02,40.61
1327,Matthew Walsh,8,82.22,83.64,25.12,53.72,135.31,71.52
1328,Heather Huffman,7,85.03,54.89,32.06,20.35,166.26,57.21
1329,Jason Watts,11,21.2,18.92,13.5,15.58,139.37,16.8
1330,Tina Browning,8,65.74,72.04,29.62,88.04,173.8,66.31
1331,Aaron Hebert,6,47.23,51.11,57.23,43.37,146.45,49.98
1332,Mary Green,9,88.02,60.43,44.19,41.21,23.91,58.32
1333,David Shaw,5,21.57,46.09,34.67,3.56,265.79,32.88
1334,Christopher Raymond,3,67.78,82.87,74.65,49.8,138.87,72.37
1335,Gregory Peters,3,60.78,82.96,89.35,55.42,180.79,71.53
1336,Danielle Huff,1,29.53,70.94,75.68,55.88,50.36,50.73
1337,Alisha Pacheco,12,13.66,10.54,33.2,70.7,10.98,32.56
1338,Yolanda Odonnell,8,65.16,83.89,74.44,17.75,81.13,58.64
1339,Kathleen Santos,2,73.86,67.1,15.2,25.22,214.33,51.41
1340,Keith Vasquez,3,31.56,69.7,13.03,81.07,38.77,45.09
1341,Billy Good,8,64.48,36.3,34.56,94.72,273.58,61.11
1342,John Adams,8,39.51,87.93,80.77,13.59,72.36,50.77
1343,Kristina Watson,11,71.32,72.54,24.63,49.76,69.33,50.16
1344,Todd Davis,4,19.92,11.26,6.33,21.42,62.64,12.11
1345,Clinton Jones,4,89.02,40.78,13.17,6.01,14.05,34.17
1346,John Larson,5,28.74,88.64,85.87,32.55,233.82,50.87
1347,Nicole Mcbride,6,36.78,4.72,63.38,14.37,263.76,31.92
1348,Robert Velazquez,5,5.81,96.14,25.32,70.99,188.11,45.63
1349,Taylor Cardenas,7,11.15,67.92,55.53,53.37,64.58,41.38
1350,Patricia Boyd,2,51.59,63.14,52.76,14.38,92.73,43.27
1351,Kenneth Booth,7,26.76,27.06,65.54,0.92,148.02,19.89
1352,Derek Green,10,83.55,24.88,23.32,80.82,286.76,68.3
1353,Darrell Burton,7,1.47,94.21,86.44,17.62,81.73,48.25
1354,Jonathan Griffin,1,37.91,29.83,30.94,60.62,222.18,45.28
1355,Ariana Sellers,7,33.73,77.55,69.41,33.69,137.44,60.37
1356,Alexander Powers,5,1.93,39.31,1.61,58.55,96.38,18.8
1357,Kevin Crawford,3,12.44,13.93,37.27,31.57,142.22,34.46
1358,Jennifer Howell,3,41.36,1.07,35.17,8.69,30.65,17.59
1359,Nicole Hayes,4,49.29,54.43,54.35,22.3,241.62,50.25
1360,William Murray,12,40.43,97.58,7.27,18.81,80.56,33.18
1361,Hannah Austin,2,53.09,36.91,79.01,42.8,220.37,55.09
1362,Jason Schneider,2,59.51,35.72,21.78,65.83,29.82,45.44
1363,Amber Cowan,1,0.99,34.41,67.7,26.38,286.98,34.79
1364,Anthony Flynn II,5,46.41,52.05,80.32,1.21,65.97,46.41
1365,David Patel,4,96.35,44.07,56.19,51.89,266.0,68.7
1366,Jordan Hoffman,11,51.9,87.99,74.09,60.58,244.75,65.65
1367,Patrick Wood,10,67.75,50.55,66.19,96.29,290.68,69.79
1368,Lisa Jones,2,31.19,50.78,35.55,58.95,148.59,47.42
1369,Ashley Barr,3,77.4,13.84,80.89,47.12,220.95,55.68
1370,Lisa Mann,7,77.29,98.27,29.47,57.34,117.51,68.7
1371,Dawn Cain,7,52.13,25.0,57.12,92.79,63.47,58.85
1372,Joseph Morris,12,97.6,7.34,74.54,82.84,138.49,58.5
1373,Luis Fields,4,12.56,66.31,37.9,32.3,58.07,38.67
1374,James Simmons,5,1.69,59.54,30.28,23.73,294.79,43.34
1375,Christopher Byrd,5,77.02,41.51,45.93,26.26,37.91,48.37
1376,Jessica Sanders,6,80.72,42.22,81.8,50.44,180.87,68.13
1377,Ashley Wright,9,12.02,78.51,92.99,74.4,191.67,64.36
1378,Devin Hall,2,26.56,19.57,54.51,50.32,166.04,37.01
1379,Michael Thompson,5,1.76,82.03,66.15,6.78,202.03,39.16
1380,Kaitlin Irwin,12,29.33,64.87,90.33,72.36,43.69,49.2
1381,Alexander Brown,3,77.31,41.9,9.85,80.6,170.96,56.06
1382,Claudia Vega,4,51.8,45.8,23.21,28.95,93.29,40.73
1383,Michele Petty,10,34.81,25.66,70.89,66.41,282.65,55.04
1384,Brandon Raymond,6,37.17,75.21,82.37,42.66,231.0,64.23
1385,Patrick Herrera,12,0.14,51.29,85.7,88.91,292.03,51.08
1386,Russell Higgins,8,29.98,32.09,41.51,84.52,20.89,38.65
1387,Wendy Gardner,1,64.65,59.61,8.93,52.54,92.69,56.18
1388,Steven Hall,10,97.42,99.57,43.78,69.15,66.67,73.2
1389,Rachel White,8,84.71,43.53,23.07,88.33,13.23,57.84
1390,Gregory Brown MD,11,2.36,92.07,29.12,49.57,80.27,37.2
1391,James Adams,7,89.86,34.5,77.23,31.33,206.85,58.35
1392,Dana Garrison,1,78.32,5.47,7.55,75.37,77.02,51.86
1393,Amanda King,2,78.04,20.42,82.76,22.01,157.61,51.06
1394,Taylor Anderson,3,45.8,41.87,42.77,38.85,267.47,41.72
1395,Timothy Schultz,1,39.8,21.96,59.61,86.57,211.19,50.35
1396,Christopher Santos,9,30.29,0.02,8.97,72.44,124.44,19.51
1397,Catherine Hale,8,6.57,91.5,33.74,40.38,118.02,35.77
1398,Linda Powell,2,22.82,84.39,8.97,21.47,142.16,29.71
1399,Jorge Morgan,9,24.66,74.23,96.15,35.6,61.34,53.73
1400,Latasha Cross,7,48.41,16.78,80.73,28.41,193.86,42.8
1401,Jennifer Sanchez,9,74.74,12.04,45.96,17.61,115.6,45.84
1402,Ian Smith,6,47.38,6.76,22.36,74.33,257.19,50.47
1403,Kathleen Foster,6,5.78,72.4,93.35,25.21,229.4,51.48
1404,Jessica Young,11,95.78,92.88,34.46,45.42,187.05,68.44
1405,Brian Gomez,4,94.27,43.05,16.1,38.59,115.62,52.39
1406,Franklin Young,10,78.52,11.91,56.32,98.21,70.88,51.58
1407,Michelle Cannon,10,99.13,51.24,94.38,39.11,235.08,73.85
1408,Richard Goodman,2,54.45,34.88,0.38,8.0,151.06,25.72
1409,Nicholas Phillips,7,96.28,37.48,23.81,8.98,75.18,48.92
1410,John Gonzalez,5,7.56,62.13,93.84,59.08,66.6,60.36
1411,Todd Floyd,11,36.57,71.87,17.11,59.94,57.97,45.19
1412,Kenneth Li,6,22.54,11.06,11.32,41.88,235.38,17.5
1413,Rebecca Miranda,2,19.58,3.56,57.02,43.18,76.41,27.37
1414,Thomas Hudson,5,14.08,99.43,86.18,5.39,162.73,48.46
1415,Brent Gardner,10,62.24,23.27,47.71,51.65,140.95,48.34
1416,Natalie Cunningham,4,78.13,5.38,99.46,50.47,178.09,56.78
1417,Douglas Sherman,9,57.83,18.99,67.92,14.95,264.37,47.76
1418,Laura Mitchell,6,14.7,3.9,7.41,10.38,261.65,11.26
1419,Janet Li,2,81.11,39.18,99.28,12.36,140.81,54.47
1420,Paul Kline,1,63.6,80.24,40.79,10.1,14.46,49.02
1421,Paul Wagner,5,38.82,34.12,28.74,60.97,133.67,35.79
1422,Jessica Brown,9,67.41,44.42,55.79,19.65,185.8,53.08
1423,Dr. Susan Hall DVM,6,25.99,67.56,30.43,25.14,171.75,31.3
1424,Angela Jarvis,10,34.52,50.89,8.65,17.36,198.89,41.19
1425,Mark Lee,12,91.75,86.14,0.14,95.78,54.68,61.89
1426,Jerry Silva,7,29.05,86.6,44.96,85.46,197.5,57.58
1427,Todd Rosario,5,47.0,0.99,83.69,23.05,62.97,39.4
1428,Alyssa Harvey MD,10,89.01,77.8,57.23,32.76,227.65,65.02
1429,Michael Day,6,70.77,46.07,99.92,20.99,108.34,58.96
1430,Linda Kidd,5,6.22,98.88,28.68,49.19,215.87,47.29
1431,Nicole Stephenson,11,14.73,48.32,28.05,1.96,23.88,25.68
1432,Carrie Phillips,9,0.78,98.69,15.97,67.14,128.28,44.83
1433,Sarah Nelson,6,63.09,75.46,16.41,52.32,214.46,54.05
1434,Ronald Johnson,11,44.77,24.86,28.52,89.86,75.79,43.87
1435,Laura Norris,8,13.43,53.84,79.28,16.44,240.63,53.71
1436,Stephanie Graham,2,95.79,99.21,90.58,80.41,192.93,93.96
1437,Derek Pena,12,52.97,85.75,97.51,79.2,180.39,69.79
1438,Travis Mckinney,9,24.19,9.74,23.23,12.72,112.53,20.64
1439,Mitchell Brady,5,50.06,70.64,88.13,39.86,149.91,58.06
1440,Carolyn Perry,7,67.96,34.56,32.83,17.02,183.23,42.7
1441,Allison Martin,10,7.62,0.7,11.28,25.47,147.01,8.53
1442,Justin Turner,1,27.47,40.35,87.0,26.32,212.51,44.0
1443,Jennifer Gonzalez,10,80.7,23.48,63.61,55.62,135.77,66.33
1444,Patrick Gutierrez,5,45.97,81.89,16.47,41.14,68.66,46.87
1445,Lee Mann,12,54.66,33.73,42.98,94.77,72.04,40.64
1446,Kimberly Rodriguez,10,43.28,82.75,28.73,12.64,11.68,44.28
1447,Scott English,2,4.39,0.06,73.68,97.37,97.28,44.23
1448,Robert Smith,12,16.57,30.78,45.34,23.06,227.19,30.59
1449,Marisa Calhoun,6,44.55,24.12,98.93,77.29,240.31,65.03
1450,Brian Reyes,11,20.92,23.36,5.47,33.9,68.72,16.81
1451,Abigail Stevenson,1,5.0,6.82,35.5,14.31,288.12,20.08
1452,Lisa Thomas,3,84.36,18.71,48.19,85.79,155.7,68.53
1453,Jeffrey Norman,5,98.12,55.55,50.31,30.89,275.92,64.63
1454,Mary Acosta,4,79.31,29.14,31.59,65.89,214.96,46.93
1455,Tara Foster,3,85.38,41.74,72.92,56.64,219.51,66.88
1456,Mary Mcconnell,10,24.2,37.69,87.47,47.18,34.66,42.49
1457,William Ramirez,5,96.06,87.59,93.87,49.58,73.8,83.48
1458,Nicholas Olson,11,19.69,90.53,80.51,73.22,12.56,55.25
1459,Gabriel Medina,8,95.14,49.3,85.06,8.78,217.68,62.32
1460,Phillip Williamson,11,99.48,33.02,55.05,66.82,109.89,69.71
1461,Deanna Rodriguez MD,4,71.17,10.68,82.59,89.58,238.13,66.46
1462,Jennifer Newton,1,98.11,95.34,30.35,5.78,108.29,55.59
1463,Diana Shaffer,11,56.95,6.02,39.85,14.07,247.61,43.1
1464,Ashley Jackson,7,25.95,29.77,31.69,71.66,47.9,36.98
1465,Sherry Mccullough,8,43.7,29.81,46.74,43.73,60.28,39.19
1466,Rachel Lewis,3,59.36,32.04,28.56,40.35,108.85,42.52
1467,Scott Roy MD,6,7.31,16.43,96.16,13.7,128.46,26.38
1468,Ricky Caldwell,2,62.23,78.32,31.28,50.68,111.12,51.79
1469,Edward Hoover,7,98.12,12.25,9.8,12.65,231.46,44.11
1470,Connie Camacho,8,19.01,63.49,52.68,47.66,38.12,38.77
1471,Lance Francis,6,79.26,12.38,5.71,76.36,111.85,52.76
1472,Hunter Peterson,6,90.79,7.05,11.05,25.83,252.8,45.54
1473,Victoria Taylor,5,94.37,90.94,21.94,48.08,29.37,65.76
1474,Arthur Burgess,8,96.01,19.01,46.44,99.2,283.28,71.22
1475,Sierra Bentley,1,52.15,82.13,43.33,68.67,296.03,69.62
1476,Kimberly Smith,10,97.73,54.46,79.97,84.14,35.68,76.21
1477,George Hardy,4,75.73,7.79,73.95,41.48,94.47,50.58
1478,Ms. Mikayla Cook,4,16.17,95.54,42.63,76.79,118.0,51.71
1479,Elizabeth Waters,3,47.69,24.7,33.37,4.05,235.15,29.8
1480,Katrina Rivera,3,71.83,85.96,31.65,12.29,182.82,56.16
1481,Robert Morrison,4,24.73,16.88,77.4,20.31,196.87,36.7
1482,Thomas Leon,11,64.06,85.39,5.21,40.2,229.68,50.52
1483,Lauren Smith,1,66.66,1.32,1.28,84.57,44.21,44.44
1484,Lindsey Graham,11,16.27,51.18,79.55,34.63,251.63,40.09
1485,Alexis Martinez,11,56.51,76.94,47.71,65.46,214.63,60.02
1486,Michelle Harris,2,77.16,93.48,13.09,70.93,177.43,69.7
1487,Michael Nelson,9,49.89,90.92,23.56,58.62,268.02,60.1
1488,Stephanie Griffin,10,1.21,81.96,93.25,35.72,213.09,49.41
1489,Kathryn Quinn,2,0.9,88.82,85.95,57.71,68.49,50.3
1490,Jamie Daniels,5,35.7,19.92,70.98,34.23,134.63,41.12
1491,Jasmine Flores,9,92.62,28.42,48.22,8.39,153.27,42.32
1492,Bob Moore,9,22.87,28.9,52.03,99.28,26.01,42.02
1493,Roy Moon,8,63.44,37.71,97.52,12.72,286.84,66.26
1494,Connie Briggs,1,22.21,39.33,96.58,7.23,47.29,33.57
1495,Christopher Vargas,1,32.17,54.46,21.53,87.85,212.26,47.9
1496,Karen Pineda,9,84.8,15.99,81.11,30.18,156.81,53.42
1497,James Williamson,11,72.89,69.12,19.72,65.03,17.43,52.79
1498,Jennifer Ward MD,8,9.54,16.76,21.35,32.9,278.18,23.42
1499,Shane Beard,10,42.87,31.03,67.61,39.15,257.03,51.42
1500,Katelyn Zuniga,9,2.92,50.33,40.5,26.21,162.03,30.67
1501,Carolyn Colon,7,48.09,79.64,93.15,34.3,76.39,62.26
1502,Russell Becker,3,66.24,73.95,8.9,41.07,45.27,40.91
1503,Regina Ellison,3,11.85,64.55,51.15,72.04,115.38,43.25
1504,Heather Dalton,2,28.89,15.58,91.85,51.15,84.07,42.06
1505,Amanda Brown,5,39.78,54.7,90.41,94.36,156.94,67.34
1506,Charles Chapman,12,91.95,8.74,15.65,4.19,290.26,39.01
1507,Brenda Koch,12,99.33,37.74,36.66,50.31,176.74,65.21
1508,Shawna Lester,3,4.49,41.35,61.91,58.42,268.08,48.55
1509,Nicole Mills,6,76.1,3.98,15.94,92.02,198.75,46.9
1510,Emily Gonzales,2,37.17,27.4,96.8,4.92,147.82,39.45
1511,Justin Medina,12,39.25,95.56,91.47,57.35,257.84,66.59
1512,Larry Park,3,75.43,95.36,16.7,85.36,146.7,80.16
1513,Steven Reid,5,91.84,35.23,12.12,24.19,261.9,48.44
1514,Amy Carter,12,95.09,4.31,8.54,87.63,94.56,60.16
1515,Cesar Murphy,11,57.71,17.91,90.94,1.9,47.36,34.71
